longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,phone,forwardPE,currentPrice,recommendationKey,marketCap,recommendationMean
"The fund invests at least 80% of its net assets (plus borrowings for investment purposes) in securities that are representative of the index. The index measures the performance of holding the underlying ETF and a written (sold) one-week expiration, at-the-money call option contract that references the underlying ETF and generates a targeted annualized option premium income of 12%. The fund is non-diversified.",86400,2,23.426,23.56,23.47,23.65,23.426,23.56,23.47,23.65,,10547,10547,2735,850,850,,23.58,800,900,,6826220,22.992,25.395,24.1596,24.347656,,,23.5114,USD,Long Government,-0.0020351,,Amplify ETFs,1730073600,Exchange Traded Fund,,,BTS,ETF,TLTP,TLTP,Amplify ETF Trust Amplify Bloom,Amplify Bloomberg U.S. Treasury Target High Income ETF,1730208600,America/New_York,EST,c5c6b8ca-277e-3335-8c0f-0f29ecc47024,finmb_1903768457,-18000000,,(630) 464-7600,,,,,
"The fund is an actively managed exchanged traded fund (“ETF”) that, under normal market conditions, primarily invests, directly or indirectly, in fixed-income securities and other instruments with exposure to the U.S. bond market.",86400,2,9.4091,9.41,9.4,9.41,9.4091,9.41,9.4,9.41,,1644,1644,19849,15100,15100,8.85,9.42,800,1000,0.0287,5621374,8.935,9.97,9.39564,9.46156,,,9.39,USD,Nontraditional Bond,0.0016017001,,Regents Park Funds,1696204800,Exchange Traded Fund,,,BTS,ETF,FDTB,FDTB,Foundations Dynamic Income ETF,Foundations Dynamic Income ETF,1709303400,America/New_York,EST,9da2ebde-683a-36c9-8d6a-758528dfc73b,finmb_1841636186,-18000000,,,,,,,
,86400,2,26.7141,26.73,26.52,27.79,26.7141,26.73,26.52,27.79,,304287,304287,35533,40370,40370,26.76,26.97,100,100,,,25.63,27.79,26.4145,26.4145,,,,USD,,,,,,,,,NGM,EQUITY,ORR,ORR,Militia Long/Short Equity ETF,Militia Long/Short Equity ETF,1736951400,America/New_York,EST,ce39a504-941e-3857-9be8-3b1faa68bb10,finmb_1912963953,-18000000,,,,26.9028,none,,
"The initial universe for the index includes companies that, according to GICS classifications, belong to one of the following industries or sub-industries: (a) Industrial REITs, (b) Office REITs, (c) Real Estate Management & Development, (d) Specialized REITs, (e) Ground Transportation, (f) Air Freight & Logistics, (g) Transportation Infrastructure, or (h) Marine Transportation. The fund will invest all, or substantially all, of its assets in the component securities that make up the index. It is non-diversified.",86400,2,21.4377,21.27,21.1694,21.1694,21.4377,21.27,21.1694,21.1694,13.124733,578,578,389,720,720,21.1,21.24,1200,1000,0.009,9713250,19.982,23.95,21.76952,21.591225,,,21.4668,USD,Industrials,0.041195102,,Aztlan ETFs,1701216000,Exchange Traded Fund,,,PCX,ETF,NRSH,NRSH,Tidal ETF Trust Aztlan North Am,Aztlan North America Nearshoring Stock Selection ETF,1701700200,America/New_York,EST,0e8f12b8-4386-3465-b66c-850deb1c7ab6,finmb_1856039452,-18000000,,844-986-7676,,,,,
The fund will invest at least 80% of its net assets in investments that provide exposure to equity securities issued by large-capitalization U.S. companies. It is non-diversified.,86400,2,29.3568,29.11,29.3,29.3,29.3568,29.11,29.3,29.3,27.653526,1818,1818,1794,2930,2930,14.65,43.93,1000,1000,,4901316,25.567,29.67,28.90248,27.80752,,,29.499,USD,Defined Outcome,0.0218683,,PGIM Investments,1703808000,Exchange Traded Fund,,,BTS,ETF,JANP,JANP,PGIM US Large-Cap Buffer 12 ETF,PGIM US Large-Cap Buffer 12 ETF - January,1704810600,America/New_York,EST,198cd143-4c8c-319a-9fde-2e425e672836,finmb_1858764855,-18000000,,,,,,,
,86400,2,33.74,33.11,33.11,33.541,33.74,33.11,33.11,33.541,34.501545,2588,2588,4388,6690,6690,23.87,42.58,200,200,,,31.53,35.71,33.72666,33.203518,,,,USD,,,,,,,,,NGM,EQUITY,QSIX,QSIX,Pacer Metaurus Nasdaq 100 Divid,Pacer Metarus Nasdaq 100 Dividend Multiplier 600 ETF,1727184600,America/New_York,EST,387c5e61-b6c8-3b35-b608-e42058b9b468,finmb_1891124489,-18000000,,,,,,,
"The fund invests in financial instruments that ProShare Advisors believes, in combination, should track the performance of the index. The index is designed to measure the performance of companies in the MSCI Europe index that have consistently increased dividends every year for at least 10 years. Under normal circumstances, the fund will invest at least 80% of its total assets in components of the index or in instruments with similar economic characteristics.",86400,2,48.9566,48.35,48.3368,48.39,48.9566,48.35,48.3368,48.39,25.140127,6334,6334,569,790,790,43.74,53.04,1000,800,0.0191,6309554,43.35,52.811,47.70018,49.05196,,,48.7886,USD,Europe Stock,0.0319449,1.0,ProShares,1441756800,Exchange Traded Fund,0.012128499,0.031612203,BTS,ETF,EUDV,EUDV,ProShares MSCI Europe Dividend ,ProShares MSCI Europe Dividend Growers ETF,1441978200,America/New_York,EST,38f852dc-e31a-3741-8f47-8b5626a4d118,finmb_308651578,-18000000,,,,,,,
"Under normal market conditions, the fund will invest not less than 80% of its net assets (plus the amount of any borrowings for investment purposes) in a diversified portfolio of high yield bonds and other debt securities. It invests primarily in U.S. securities but may invest in foreign securities including those in emerging markets (i.e., those that are in the early stages of their economic development). The fund may use credit default swaps to increase or hedge (decrease) investment exposure to various fixed income sectors and instruments.",86400,2,21.9009,21.8511,21.8511,21.93,21.9009,21.8511,21.8511,21.93,,1135169,1135169,2371,7360,7360,21.85,21.93,1100,1000,0.0681,5507644,21.14,22.225,21.8781,21.71852,,,21.86252,USD,High Yield Bond,0.0103713,0.74,Virtus,1480896000,Exchange Traded Fund,0.0382736,0.040267803,PCX,ETF,VSHY,VSHY,Virtus Newfleet Short Duration ,Virtus Newfleet Short Duration High Yield Bond ETF,1481725800,America/New_York,EST,4cd5cce7-4fe4-38dd-9d11-2239de7c8a5a,finmb_323495438,-18000000,,877-332-8172,,,,,
"The fund will normally invest at least 80% of the fund’s assets in equity securities of companies with large market capitalizations (which, for purposes of this fund, are those companies with market capitalizations similar to companies in the Russell 1000® Index or the S&P 500® Index). The fund is non-diversified.",86400,2,22.1167,22.0,21.7399,21.9639,22.1167,22.0,21.7399,21.9639,18.244991,4167,4167,1888,4950,4950,10.98,32.92,1000,1000,,5880681,19.91,25.0,22.13422,21.433315,,,22.14115,USD,Large Value,0.0354748,,Fidelity Investments,1708560000,Exchange Traded Fund,,,BTS,ETF,FFLV,FFLV,Fidelity Covington Trust Fideli,,1708957800,America/New_York,EST,f64be26d-9cea-3074-a7cf-d7abb7a48ae7,finmb_1864845828,-18000000,,,,,,,
"Under normal market conditions, the fund will invest at least 80% of its net assets (plus any borrowings for investment purposes) in investments that provide exposure to equity securities issued by large-capitalization U.S. companies. It will invest substantially all of its assets in customized equity or index option contracts known as FLexible EXchange® Options (“FLEX Options”) on the SPDR® S&P 500® ETF Trust (the “Underlying ETF”). The fund is non-diversified.",86400,2,27.3699,27.64,27.6478,27.6478,27.3699,27.64,27.6478,27.6478,27.521658,2,2,594,50,50,27.62,27.68,1100,1000,,6021501,24.965,27.7,27.42946,26.59668,,,27.671,USD,Defined Outcome,0.0058568,,PGIM Investments,1714435200,Exchange Traded Fund,,,BTS,ETF,PBMY,PBMY,SHL Telemedicine Ltd PGIM US La,PGIM US Large-Cap Buffer 20 ETF - May,1714570200,America/New_York,EST,a2f2687a-02fa-3664-a4cd-b04b786d142e,finmb_1858819418,-18000000,,,,,,,
"The fund normally invests at least 80% of its total assets in securities that comprise the fund’s benchmark index. The Morningstar US Sustainability Moat Focus Index provides exposure to attractively valued companies with long-term competitive advantages while excluding those companies with high environmental, social and governance (”ESG”) risks. The fund is non-diversified.",86400,2,29.119,29.27,28.6212,28.6212,29.119,29.27,28.6212,28.6212,27.661777,46,46,671,1930,1930,28.61,28.66,1100,1200,0.0095,6338536,25.272,30.024,28.96638,27.730085,,,28.91,USD,Large Blend,0.024837201,1.0,VanEck,1633392000,Exchange Traded Fund,0.060739998,,BTS,ETF,MOTE,MOTE,VanEck Morningstar ESG Moat ETF,VanEck Morningstar ESG Moat ETF,1633613400,America/New_York,EST,4c8e8125-7c09-39c3-bf50-3f0428fbedfc,finmb_1681419989,-18000000,,888-658-8287,,,,,
"The fund invests in financial instruments that ProShare Advisors believes, in combination, should track the performance of the index. The index is designed to measure the performance of companies that provide or use innovative technologies to offer products and services around the metaverse. “Metaverse” is a term used to refer to a “digital world” or a future iteration of the internet. It will invest at least 80% of its total assets in components of the index or in instruments with similar economic characteristics.",86400,2,52.1674,53.6701,53.5678,53.5678,52.1674,53.6701,53.5678,53.5678,24.830423,275,275,325,160,160,53.59,53.66,800,900,0.0058,5904269,37.658,57.69,50.33634,44.67038,,,55.2374,USD,Technology,0.09021419,,ProShares,1647302400,Exchange Traded Fund,,,PCX,ETF,VERS,VERS,ProShares Trust ProShares Metav,ProShares Metaverse ETF,1647523800,America/New_York,EST,b158c7c9-272f-33ad-bd9c-7a8c4fbbb013,finmb_1764013221,-18000000,,,,,,,
"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The underlying index is composed of securities that are also components of the MSCI ACWI Investable Market Index (the ""Parent Index""), an equity index composed of more than 9,300 securities of large-, mid- and small-capitalization companies located in both developed and emerging market countries around the world. It is non-diversified.",86400,2,16.1707,16.0,16.0488,16.1065,16.1707,16.0,16.0488,16.1065,17.009605,1721,1721,4333,320,320,16.03,16.08,1000,800,0.053200003,6331567,15.12,18.824,16.28998,16.83222,,,16.0,USD,Global Real Estate,0.0093314,1.02,Invesco,1619049600,Exchange Traded Fund,-0.0606955,,PCX,ETF,GBLD,GBLD,Invesco MSCI Green Building ETF,Invesco MSCI Green Building ETF,1619098200,America/New_York,EST,fdc5c5db-994d-3b73-9615-641346c5970b,finmb_705887685,-18000000,,,,,,,
"The fund is an actively-managed ETF that seeks to provide capital appreciation and, under normal market conditions, invests at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in equity securities of companies that the sub-adviser believes will have a positive impact on the carbon economy through their current and/or planned efforts to reduce global greenhouse gas emissions, which, in turn, will contribute to the overall transition to a net zero economy.",86400,2,32.9576,32.94,32.94,32.94,32.9576,32.94,32.94,32.94,22.867437,9,9,54,4,4,,,,,0.013200001,6649828,28.88,33.56,32.724136,31.780851,,,32.82,USD,Global Large-Stock Blend,0.1320838,,Nuveen,1655942400,Exchange Traded Fund,,,NGM,ETF,NTZG,NTZG,Nuveen Global Net Zero Transiti,Nuveen Global Net Zero Transition ETF,1655991000,America/New_York,EST,113f3285-3d93-3afc-906d-3ae54abd539f,finmb_1779974978,-18000000,,,,,,,
"The underlying index is composed exclusively of underlying iShares iBonds Treasury ETFs that themselves seek investment results corresponding to their own underlying indexes. Under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the fund’s underlying index and/or bonds included in the underlying index of the underlying funds.",86400,2,25.0411,25.06,25.05,25.0517,25.0411,25.06,25.05,25.0517,,3466,3466,6336,6220,6220,18.79,31.3,2900,,,3490487,24.826,25.22,24.9832,24.982212,,,24.96943,USD,Intermediate Government,0.0018051,,iShares,1730937600,Exchange Traded Fund,,,PCX,ETF,LDRT,LDRT,iShares Trust iShares iBonds 1-,iShares iBonds 1-5 Year Treasury Ladder ETF,1731594600,America/New_York,EST,89b0cf2c-81c1-3fff-888b-fc67283273d0,finmb_1893526015,-18000000,,1-800-474-2737,,,,,
"The underlying index is composed exclusively of underlying iShares iBonds Corporate ETFs that themselves seek investment results corresponding to their own underlying indexes. Under normal circumstances, at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in component securities and instruments in the fund’s underlying index and/or bonds included in the underlying index of the underlying funds. The fund is non-diversified.",86400,2,25.03,25.03,25.03,25.03,25.03,25.03,25.03,25.03,,190,190,4557,3210,3210,19.0,31.27,800,,,3483066,24.82,25.12,24.96394,24.963423,,,24.95482,USD,Corporate Bond,0.0030120001,,iShares,1730937600,Exchange Traded Fund,,,PCX,ETF,LDRC,LDRC,iShares Trust iShares iBonds 1-,iShares iBonds 1-5 Year Corporate Ladder ETF,1731594600,America/New_York,EST,090f2581-8b0d-38f7-9035-61ecf35143b3,finmb_1893526047,-18000000,,1-800-474-2737,,,,,
"The adviser will seek investment results that replicate as closely as possible the performance of the index. The index utilizes a rules-based methodology developed by the index provider, which is designed to identify exchange-traded stocks of companies that are materially engaged in the global travel industry. The fund will normally invest at least 80% of its net assets in securities that comprise the index and generally will invest in all of the securities that comprise the index in proportion to their weightings in the index.",86400,2,25.199,25.6,25.885,25.885,25.199,25.6,25.885,25.885,29.929646,1,1,392,91,91,25.86,,900,900,0.0043,6368786,21.225,25.9509,24.157112,24.387756,,,25.9035,USD,Consumer Cyclical,0.082329795,1.21,ALPS,1631059200,Exchange Traded Fund,0.0091269,,PCX,ETF,JRNY,JRNY,ALPS Global Travel Beneficiarie,ALPS Global Travel Beneficiaries ETF,1630503000,America/New_York,EST,728e1e15-f5e6-3d53-8d06-2f28f799b2a6,finmb_1672025712,-18000000,,855.724.0450,,,,,
"The fund will, under normal circumstances, invest at least 80% of its total assets in securities of the index. The index is designed to track the performance of companies that derive at least 50% of their revenue and/or assets from mining, exploration, development, or production of lithium. The index generally consists of from 40 to 50 constituents. The fund is non-diversified.",86400,2,6.72,6.6,6.47,6.7197,6.72,6.6,6.47,6.7197,19.437113,8909,8909,9549,7510,7510,6.13,6.59,100,300,0.0651,6257392,6.11,11.18,7.403,8.16099,,,7.09,USD,Natural Resources,0.053892203,,Sprott,1675209600,Exchange Traded Fund,,,NGM,ETF,LITP,LITP,Sprott Lithium Miners ETF,Sprott Lithium Miners ETF,1675348200,America/New_York,EST,7f1089a8-2770-37fc-ae55-ed73e42313e3,finmb_1802725874,-18000000,,760-444-5254,,,,,
"Under normal market conditions, the fund will invest at least 80% of its net assets in investments that provide exposure to equity securities issued by large-capitalization U.S. companies. The fund is an actively managed ETF. It will invest substantially all of its assets in customized equity or index option contracts known as FLexible EXchange® Options (“FLEX Options”) on the SPDR® S&P 500® ETF Trust (the “Underlying ETF”). The fund is non-diversified.",86400,2,27.885,27.8788,27.7256,28.02,27.885,27.8788,27.7256,28.02,27.486937,162429,162429,830,2800,2800,27.88,27.9,800,1000,,5836345,25.2,28.02,27.70332,26.88629,,,27.866,USD,Defined Outcome,0.0068841,,PGIM Investments,1706659200,Exchange Traded Fund,,,BTS,ETF,PBFB,PBFB,PGIM US Large-Cap Buffer 20 ETF,PGIM US Large-Cap Buffer 20 ETF - February,1706797800,America/New_York,EST,842f1395-e786-324c-9e73-e2a2025171ee,finmb_1858809395,-18000000,,,,,,,
"The fund, using a “passive” or indexing investment approach, seeks investment results that correspond generally to the performance, before fees and expenses, of the underlying index. The underlying index is designed to measure the performance of constituents from the S&P High Yield Dividend Aristocrats Index that meet certain environmental, social and governance (“ESG”) criteria. It is non-diversified.",86400,2,26.4841,26.395,26.3403,26.395,26.4841,26.395,26.3403,26.395,24.181536,116,116,245,370,370,26.33,26.35,1400,1400,0.0278,5201675,24.912,28.3,26.74364,26.78997,,,26.308,USD,Mid-Cap Value,0.0131511,,Xtrackers,1667865600,Exchange Traded Fund,,,BTS,ETF,SNPD,SNPD,DBX ETF Trust Xtrackers S&P ESG,Xtrackers S&P ESG Dividend Aristocrats ETF,1668609000,America/New_York,EST,f2a0e6e0-a152-3c6d-9e25-a6bfebe95eb2,finmb_1796661128,-18000000,,2122505883,,,,,
