symbol;fund_name;asset_class;assets;maxAge;ytdReturn;fiftyTwoWeekLow;fiftyTwoWeekHigh;fiftyDayAverage;navPrice;currency;category;threeYearAverageReturn;fiveYearAverageReturn;longBusinessSummary;bid;ask;bidSize;askSize
FPRO;Fidelity Real Estate Investment ETF;Equity;14790000000;86400;168986;19165;2484;2287396;2269446;USD;Real Estate;-41032;;The fund is an actively managed ETF that operates pursuant to an exemptive order from the Securities and Exchange Commission (Order) and is not required to publicly disclose its complete portfolio holdings each business day. The fund normally invests at least 80% of assets in securities of companies principally engaged in the real estate industry and other real estate related investments. It invests in domestic and foreign issuers. The fund is non-diversified.;1133;2261;800;800
FLAO;AllianzIM U.S. Equity 6 Month Floor5 Apr/Oct ETF;Equity;14720000000;86400;;2428;2811;2773042;;USD;;;;;2785;4182;800;1400
MYCI;SPDR SSgA My2029 Corporate Bond ETF;Fixed Income;14700000000;86400;;2416;2495;2445668;;USD;;;;;244;2441;100;100
THRO;iShares U.S. Thematic Rotation Active ETF;Equity;14650000000;86400;493268;27307;3542;3445996;3523553;USD;Large Blend;1587488;;Under normal market conditions, the fund will invest at least 80% of its net assets plus any borrowings for investment purposes in U.S. equity securities that BFA believes have above-average earnings growth potential. Equity securities include common stocks, preferred stocks, convertible securities, warrants and depositary receipts whose price is linked to the value of common stock. The fund is non-diversified.;3438;3444;900;900
MYCJ;SPDR SSgA My2030 Corporate Bond ETF;Fixed Income;14610000000;86400;;2394;24995;2431612;;USD;;;;;2425;2427;100;200
GXTG;Global X Thematic Growth ETF;Equity;14600000000;86400;340861;2141;2612;2438896;2428;USD;Global Small/Mid Stock;-125018;-182494;"The fund invests at least 80% of its total assets in the securities of the underlying index. The underlying index seeks to provide broad exposure to thematic growth strategies using a portfolio of exchange-traded funds (each, an ""underlying ETF""). It is non-diversified.";2373;2402;100;100
MFLX;First Trust Flexible Municipal High Income ETF;Fixed Income;14550000000;86400;-36601;156;1781;1713812;1702;USD;Muni National Long;-7232;55269003;Under normal market conditions, the fund seeks to achieve its investment objective by investing at least 80% of its net assets (plus any investment borrowings) in municipal debt securities that pay interest that is exempt from regular federal income taxes. Municipal debt securities are generally issued by or on behalf of states, territories or possessions of the United States and the District of Columbia and their political subdivisions, agencies, authorities and other instrumentalities.;1228;2197;200;200
TXSS;Texas Capital Texas Small Cap Equity Index ETF;Equity;14510000000;86400;70927;23712;2989;285896;2919;USD;Small Blend;;;The fund seeks to achieve its investment objective by investing at least 80% of its assets in securities included in its underlying index. The index is a diversified, float-adjusted sector and, market-capitalization weighted index designed to reflect the performance primarily of stocks in small-capitalization companies that are headquartered in Texas.;2869;2882;600;600
BBSA;JPMorgan Betabuilders 1-5 Year U.S. Aggregate Bond ETF;Fixed Income;14480000000;86400;381337;469209;48825;4847927;4830583;USD;Short-Term Bond;71537;126222;The index measures the performance of U.S. dollar denominated investment grade taxable bonds with remaining effective maturities between one and five years. The fund will invest at least 80% of its assets in securities included in the underlying index.;;;900;800
LVOL;American Century Low Volatility ETF;Equity;14460000000;86400;266839;4875;5691;5563274;559042;USD;Large Blend;900648;;The fund generally invests in common stocks of U.S. companies that have a market capitalization greater than $2 billion. It seeks to deliver a lower realized portfolio volatility than its benchmark, the S&P 500® Index, by utilizing a stock selection process that expands on traditional measures of price volatility by including measures of asymmetric volatility and seeking securities of businesses that demonstrate consistent cash-flows, stable operations, and strong balance sheets. The fund is an actively managed ETF that does not seek to replicate the performance of a specified index.;5636;5643;1100;800
EET;ProShares Ultra MSCI Emerging Markets;Equity;14450000000;86400;481438;4598;6473;524982;529506;USD;Trading--Leveraged Equity;-12280191;-664511;The fund invests in financial instruments that ProShare Advisors believes, in combination, should produce daily returns consistent with the Daily Target. The index covers approximately 85% of the free float-adjusted market capitalization in emerging market countries. The fund is non-diversified.;2583;5292;900;900
ASMF;Virtus Alphasimplex Managed Futures ETF;Alternatives;14440000000;86400;138889;2339;2632;2399796;2404152;USD;Systematic Trend;;;Under normal market conditions, AlphaSimplex typically will make extensive use of a variety of derivative instruments, including futures and forward contracts, to capture the exposures suggested by its strategy. These market exposures, which are expected to change over time, primarily include exposures to the returns of U.S. and non-U.S. equity and fixed-income securities and securities indices, currencies, and commodities.;1206;2416;800;1100
KSPY;KraneShares Hedgeye Hedged Equity Index ETF;Equity;14410000000;86400;237185;23757;2655;2598722;2621;USD;Equity Hedged;;;Under normal circumstances, the fund invests at least 80% of its net assets in securities of the underlying index and other instruments that have economic characteristics similar to those in the underlying index. The underlying index is designed to track the performance of a portfolio of large cap securities that is subject to downside hedging and seeks to exhibit less volatility than would a portfolio of large cap securities alone. The fund is non-diversified.;261;3916;3000;1000
HOCT;Innovator Premium Income 9 Buffer ETF - October;Equity;14410000000;86400;8608;23659;2565;23926;24012;USD;Defined Outcome;;;The fund is an actively managed exchange-traded fund (“ETF”) that invests in U.S. Treasury bills (the “U.S. Treasuries”) and FLexible EXchange® Options (“FLEX Options”) that use as a reference asset, the SPDR® S&P 500® ETF Trust. The fund is non-diversified.;2384;2388;1800;1400
MAYT;AllianzIM U.S. Large Cap Buffer10 May ETF;Equity;14360000000;86400;182947;287;33797;3340154;337914;USD;Defined Outcome;;;Under normal market conditions, the fund invests at least 80% of its net assets in instruments with economic characteristics similar to U.S. large cap equity securities. Specifically, the adviser intends to invest substantially all of the fund's assets in FLexible EXchange Options (“FLEX Options”) that reference the Underlying ETF. The fund is non-diversified.;3362;3373;2200;800
JADE;JPMorgan Active Developing Markets Equity ETF;Equity;14340000000;86400;;4428;5177;4750384;;USD;;;;;4703;7068;800;900
QTAP;Innovator Growth Accelerated Plus ETF - April;Equity;14330000000;86400;200426;30769;3839;3764576;382847;USD;Defined Outcome;101613104;;"The fund will invest at least 80% of its net assets in a portfolio of FLexible EXchange® Options (""FLEX Options"") that reference the Invesco QQQ TrustSM, Series 1 (the ""Underlying ETF""). FLEX Options are exchange-traded options contracts with uniquely customizable terms. Although guaranteed for settlement by the Options Clearing Corporation (the ""OCC""), FLEX Options are still subject to counterparty risk with the OCC and may be less liquid than more traditional exchange-traded options. It is non-diversified.";1906;3813;800;800
QNXT;iShares Nasdaq-100 ex Top 30 ETF;Equity;14330000000;86400;;2403;26267;2524324;;USD;;;;;2361;2731;100;100
DFVE;DoubleLine Fortune 500 Equal Weight ETF;Equity;14300000000;86400;487027;25002;3057;2934144;29692;USD;Mid-Cap Value;;;Under normal circumstances, the fund will invest at least 80% of its net assets, plus the amount of any borrowings for investment purposes, in securities that comprise the underlying index, or derivatives transactions that provide investment exposure to the underlying index or securities that comprise the underlying index. The fund will concentrate its investments in securities of issuers in any one industry or group of industries to the extent that the underlying index reflects a concentration in that industry or group of industries.;2924;293;800;900
TGLR;LAFFER TENGLER Equity Income ETF;Equity;14290000000;86400;54506898;2565;3141;3045146;3128;USD;Large Value;;;The fund is an actively managed fund that seeks to achieve its investment objective by investing in high quality, large-cap stocks that the Sub-Adviser believes have strong earnings and dividend growth potential and an above market dividend yield. The strategy utilizes two valuation metrics that the Sub-Adviser believes are consistent indicators of value: Relative Dividend Yield (RDY) and Relative Price-to Sales Ratio (RPSR). The fund is non-diversified.;3077;4624;800;800
